gpu_utilization,cpu_utilization,ram_usage_percent,temperature_c,power_draw_w,hour_of_day,day_of_week,requested_duration_hours,historical_reliability,is_available
64.46,59.24,43.5,66.4,291.3,21,0,2.01,0.983,1
36.43,21.61,46.94,83.1,82.0,3,0,1.95,0.861,1
89.34,29.59,74.68,82.3,181.7,17,2,0.61,0.922,1
59.63,41.81,25.73,47.2,42.9,17,5,0.74,0.999,1
12.94,67.93,40.12,43.9,143.5,21,3,1.94,0.9,1
46.83,62.49,24.48,54.1,263.9,21,6,1.23,0.903,1
75.34,52.9,51.39,87.4,105.9,19,3,1.76,0.951,1
78.85,74.16,59.16,41.0,67.5,11,3,0.78,0.802,1
51.0,73.21,31.89,72.3,192.3,8,4,1.45,0.948,1
88.21,60.61,17.13,69.2,201.8,17,2,0.51,0.954,1
29.89,75.83,72.55,71.0,246.3,5,1,0.28,0.955,1
43.19,35.08,16.6,50.5,272.9,22,4,6.24,0.888,1
88.57,84.31,92.87,50.9,252.7,18,0,2.77,0.937,1
88.35,60.34,32.73,60.7,300.5,19,3,1.58,0.917,1
68.77,79.01,68.11,44.6,101.3,22,0,1.8,0.904,1
84.89,54.17,49.78,43.6,212.3,14,4,1.63,0.8,1
13.26,24.66,19.77,44.2,145.2,4,5,4.78,0.951,1
85.44,53.82,52.77,67.5,337.9,10,3,3.17,0.975,1
34.82,38.4,56.34,59.1,170.9,12,2,0.99,0.961,1
21.58,67.77,83.37,54.1,337.1,1,3,0.69,0.839,1
27.26,47.82,73.59,55.2,276.1,7,3,0.34,0.904,1
43.87,80.25,21.34,49.9,259.9,10,5,0.52,0.81,1
28.36,66.03,31.73,59.8,187.3,17,3,1.55,0.907,1
34.81,66.61,39.95,49.7,171.9,9,4,0.65,0.972,1
17.55,24.54,24.31,73.5,198.5,0,3,0.95,0.978,1
32.54,93.58,51.55,45.9,124.0,3,5,0.49,0.662,0
58.22,80.75,93.74,85.5,319.4,16,4,5.32,0.788,0
46.09,76.01,56.17,44.3,284.2,16,0,0.27,0.946,1
37.24,34.72,74.35,85.3,286.4,4,2,1.07,0.842,1
74.42,53.21,69.64,80.0,168.6,22,3,0.8,0.979,0
88.1,17.34,82.99,72.7,52.7,2,4,0.22,0.931,1
75.38,53.46,32.26,83.8,248.6,6,3,5.48,0.714,1
35.88,18.13,75.31,46.7,149.8,4,3,0.95,0.989,1
74.23,54.77,85.51,48.5,308.5,9,5,1.6,0.899,1
19.13,63.38,28.72,52.1,279.7,23,3,1.95,0.991,1
17.12,40.12,42.74,51.8,76.5,6,1,2.09,0.774,1
37.14,49.87,92.61,54.9,222.5,16,2,1.43,0.813,1
80.12,83.81,77.46,67.6,251.5,16,2,2.0,0.823,0
27.91,14.77,37.61,41.4,211.8,6,4,2.99,0.81,1
10.88,76.26,60.12,58.3,194.5,5,0,6.28,0.99,1
17.25,20.37,47.35,51.8,102.9,8,0,2.34,0.975,1
84.86,8.3,54.2,69.1,105.5,7,0,1.44,0.947,1
63.94,21.7,43.41,87.3,275.8,13,3,1.38,0.702,1
28.55,73.85,37.35,64.8,36.0,21,5,2.67,0.902,1
56.64,41.46,68.98,60.4,279.3,5,4,2.17,0.974,1
54.06,83.53,77.28,57.7,198.6,8,6,1.29,0.915,1
65.96,52.22,84.92,77.7,329.6,19,3,1.02,0.971,1
26.69,7.0,27.43,43.5,349.1,10,5,10.17,0.797,1
85.39,69.5,80.83,86.1,242.3,10,1,3.11,0.845,1
33.77,14.92,35.38,60.1,161.9,7,4,0.66,0.784,1
69.55,76.04,49.19,55.1,182.0,2,4,0.89,0.637,1
6.5,20.13,87.12,86.8,95.3,10,5,4.68,0.996,1
39.66,36.09,51.36,84.9,61.8,3,6,2.36,0.926,1
37.71,73.51,30.77,70.8,215.2,22,4,0.94,0.855,1
55.54,90.88,27.79,40.9,287.8,2,5,1.11,0.956,1
11.76,38.43,52.84,75.9,113.8,12,1,1.15,0.987,1
78.48,79.65,76.01,56.1,164.3,18,4,0.61,0.947,1
25.25,22.17,94.78,58.6,207.5,7,6,1.63,0.874,0
67.96,77.65,77.99,47.6,320.5,20,5,3.1,0.959,1
79.7,64.17,85.16,65.1,74.4,20,5,1.86,0.834,1
57.25,22.35,74.83,75.7,105.8,23,1,2.33,0.873,1
73.9,32.23,86.63,53.1,323.9,21,0,2.01,0.994,1
66.55,16.86,21.1,85.1,42.7,20,5,0.32,0.779,1
38.06,39.47,89.39,49.3,240.0,0,5,0.62,0.968,1
80.22,23.33,46.71,43.2,234.6,20,4,1.06,0.902,1
32.41,62.96,88.73,70.9,152.6,7,3,4.6,0.675,0
58.12,94.51,21.06,80.8,179.8,8,2,1.06,0.959,1
74.32,6.08,72.22,85.8,303.6,5,1,0.99,0.828,0
40.24,53.68,73.86,76.8,82.8,10,0,0.37,0.995,1
33.16,56.63,94.75,49.6,104.1,9,6,7.36,0.836,0
47.72,87.28,76.51,86.9,194.0,2,0,3.22,0.931,1
81.07,50.54,45.61,84.1,161.1,7,2,3.1,0.823,0
91.48,53.93,59.58,47.8,213.8,4,4,1.17,0.944,1
55.69,47.45,44.32,66.8,324.7,1,6,0.36,0.923,1
66.52,29.2,30.68,66.7,323.5,15,3,0.81,0.965,1
89.0,10.04,34.88,61.2,103.6,0,2,4.03,0.952,0
14.16,41.78,32.76,87.2,126.7,23,4,0.6,0.754,0
26.58,9.73,58.91,42.9,81.9,1,5,4.69,0.977,1
70.93,54.54,87.49,70.1,326.9,2,6,1.73,0.912,1
81.61,32.66,88.02,49.9,157.3,8,4,2.71,0.945,1
84.7,53.02,19.38,65.3,173.9,16,1,1.41,0.953,1
43.6,17.09,21.39,77.4,286.8,23,3,5.59,0.992,1
13.31,88.94,34.61,51.8,194.2,11,3,0.75,0.823,1
45.71,85.51,35.4,58.9,68.3,1,1,1.9,0.979,1
26.46,22.1,22.59,85.6,170.1,23,4,0.34,0.996,1
32.08,35.91,46.08,76.6,231.8,1,4,1.51,0.997,1
76.82,60.21,62.02,67.5,260.1,22,6,7.4,0.81,1
12.02,13.61,61.25,50.7,236.5,18,3,0.38,0.91,1
81.97,36.91,58.47,60.4,68.1,19,3,1.61,0.738,1
44.77,27.6,42.09,77.2,127.4,16,3,2.04,0.971,1
60.43,87.4,71.52,79.4,264.7,16,3,5.57,0.993,1
13.34,81.73,81.12,51.7,311.7,12,4,0.91,0.946,1
36.37,57.18,42.7,71.8,45.1,11,3,1.6,0.895,0
13.34,51.83,21.84,44.6,43.5,10,5,8.92,0.945,1
94.42,88.77,38.71,41.1,235.9,10,4,3.13,0.927,1
80.08,88.92,25.99,66.3,205.4,23,1,3.53,0.998,1
47.75,92.24,52.39,50.8,79.7,7,5,3.23,0.982,1
25.8,16.28,27.47,43.8,205.5,17,0,1.65,0.793,1
91.81,19.45,52.03,75.0,341.8,3,1,1.34,0.975,1
37.05,65.91,32.68,63.9,231.9,17,1,0.79,0.832,1
19.97,53.73,74.1,78.2,173.7,14,2,1.45,0.697,0
57.37,6.66,17.21,71.9,294.8,23,1,0.24,0.895,1
92.77,10.58,59.38,75.0,98.1,6,6,0.4,0.909,1
5.36,84.93,28.56,54.8,162.6,22,2,0.88,0.828,1
27.15,83.2,15.08,52.6,198.9,14,2,1.01,0.933,1
92.28,37.15,84.54,68.8,191.5,18,2,2.66,0.851,0
20.91,85.19,68.72,49.6,324.7,20,5,0.58,0.941,1
15.53,58.43,22.92,79.1,123.7,16,1,3.38,0.932,1
58.03,77.53,68.13,65.1,48.1,9,0,3.43,0.821,1
85.15,43.47,63.93,50.9,323.2,10,6,1.97,0.978,1
49.37,15.21,52.87,70.0,99.5,13,5,1.55,0.996,0
97.49,44.04,48.54,85.4,151.3,3,2,1.46,0.991,1
68.16,46.16,85.97,43.9,199.9,3,6,1.29,0.967,1
11.89,54.58,34.61,45.2,342.3,0,3,0.39,0.934,1
97.33,14.5,46.86,80.5,201.3,11,3,2.33,0.855,1
42.93,94.23,41.33,45.3,173.3,6,4,1.92,0.982,1
31.73,26.97,76.7,41.9,216.8,4,3,0.23,0.954,1
56.88,22.87,88.32,56.7,340.7,0,3,0.65,0.792,0
33.3,52.41,82.98,62.4,291.7,20,2,1.35,0.896,1
13.04,53.35,78.82,67.3,84.1,23,5,4.83,0.866,1
5.13,44.58,93.94,64.4,287.0,7,1,9.47,0.938,1
46.81,74.47,70.77,83.8,299.2,17,5,2.98,0.974,1
82.83,51.5,75.08,76.9,251.0,12,5,2.97,0.912,1
58.23,59.87,93.62,87.2,240.3,16,6,1.27,0.864,0
97.93,70.14,15.56,62.9,171.1,1,3,1.89,0.872,0
31.68,7.25,65.72,44.0,235.3,5,1,0.73,0.803,1
31.08,56.36,74.12,85.9,266.0,20,0,2.88,0.95,1
19.86,84.58,88.43,40.2,69.3,3,6,0.32,0.991,1
20.26,6.56,85.71,77.3,112.3,7,5,1.28,0.994,1
31.52,41.47,82.36,41.5,92.1,14,5,3.76,0.85,1
78.73,88.36,90.66,76.5,299.2,4,3,8.01,0.976,1
89.24,36.78,57.99,85.0,247.6,19,0,2.59,0.864,1
95.68,46.29,15.55,58.7,174.2,10,6,0.64,0.927,1
26.6,93.34,15.88,51.6,294.3,7,0,1.89,0.949,1
86.96,22.94,58.57,50.9,259.4,16,4,1.84,0.889,1
35.53,10.87,49.82,63.6,322.3,8,1,6.95,0.928,1
15.49,82.35,51.1,48.2,54.6,17,1,3.87,0.954,1
85.91,83.16,47.03,72.3,192.9,13,4,0.3,0.983,1
64.16,47.49,88.42,57.7,256.2,23,6,0.7,0.962,1
20.32,51.28,43.73,55.5,96.4,8,2,3.89,0.87,1
44.97,80.22,83.5,62.1,134.7,9,6,7.39,0.908,1
31.71,71.47,87.23,66.0,164.1,23,4,0.9,0.914,1
73.52,28.86,54.96,46.8,284.2,19,6,2.55,0.793,1
47.17,6.52,50.76,74.0,187.9,1,5,0.94,0.849,1
97.0,48.17,75.88,82.4,187.7,2,4,0.28,0.964,1
10.09,82.3,71.64,53.3,167.9,23,4,3.74,0.983,1
38.02,85.63,41.28,48.7,103.1,4,0,2.89,0.947,1
49.82,91.06,23.2,76.5,325.4,3,6,0.31,0.864,1
51.79,84.16,36.19,48.8,131.7,2,6,0.51,0.932,1
34.38,57.2,25.48,42.0,211.6,18,1,12.0,0.932,1
72.82,45.01,38.58,69.7,77.6,9,2,2.3,0.94,0
86.35,74.74,35.95,51.5,169.0,6,3,3.42,0.915,0
92.3,71.58,66.02,48.2,319.2,11,3,1.18,0.94,1
79.87,53.43,91.36,87.1,348.5,7,3,1.66,0.92,1
84.1,12.86,69.86,54.0,145.8,4,2,2.13,0.968,1
56.2,88.35,89.13,83.4,79.3,23,3,3.48,0.981,1
81.81,46.0,77.73,48.6,130.6,12,2,1.03,0.929,0
33.23,37.7,73.23,79.3,134.7,8,3,2.43,0.828,1
42.06,61.66,48.12,64.1,236.2,3,3,3.19,0.712,1
34.47,65.65,40.98,43.8,188.8,1,2,3.47,0.857,1
48.47,23.96,82.7,75.2,275.9,4,1,1.58,0.799,1
31.56,80.32,87.43,82.8,254.4,1,5,1.48,0.984,1
94.43,31.09,51.15,47.8,110.4,17,5,0.42,0.987,1
34.09,21.8,15.73,74.8,281.0,5,2,1.58,0.933,1
14.12,41.58,78.4,61.4,301.2,10,2,2.62,0.923,0
53.99,70.75,37.81,76.2,221.5,9,4,5.27,0.996,1
10.31,91.89,15.79,74.3,326.9,0,0,0.47,0.824,1
15.28,77.84,79.4,41.3,280.5,1,6,7.14,0.991,1
25.4,89.63,56.39,48.6,220.5,20,0,0.73,0.924,1
48.18,17.65,69.82,62.6,320.0,9,1,0.59,0.985,1
45.29,11.41,88.18,84.8,222.1,4,1,0.44,0.985,1
79.37,55.19,58.29,56.4,196.8,11,1,9.44,0.934,0
73.77,31.13,55.26,70.2,144.0,18,0,1.85,0.962,1
44.65,79.52,38.25,40.6,312.5,20,1,0.83,0.891,1
36.03,65.48,39.42,74.1,69.3,1,5,0.96,0.975,1
34.43,92.37,78.72,68.9,181.5,5,1,6.2,0.985,1
76.98,27.93,50.92,74.3,202.0,14,6,4.8,0.856,0
9.84,48.72,28.08,83.4,207.5,7,2,1.06,0.912,1
6.19,50.11,22.56,47.0,238.6,15,5,0.33,0.953,1
78.99,26.53,52.83,52.6,191.9,18,5,3.79,0.944,1
49.37,58.11,52.2,87.8,112.2,17,2,5.12,0.94,1
17.17,44.9,67.28,47.5,304.2,16,6,3.83,0.922,1
26.91,45.2,52.69,74.6,240.4,0,0,5.08,0.692,1
91.72,37.65,26.48,74.8,304.6,10,2,1.92,0.996,1
84.93,6.52,55.62,72.8,118.3,3,1,3.86,0.887,0
71.01,51.99,87.54,50.9,233.9,5,2,5.96,0.98,0
49.85,35.17,27.76,50.3,258.5,6,5,4.61,0.737,1
53.39,5.12,70.18,72.0,152.7,7,4,1.97,0.66,1
95.7,32.71,62.51,48.9,289.9,23,2,2.95,0.929,1
94.82,30.08,74.89,71.8,30.8,9,0,2.76,0.793,1
25.02,40.41,27.05,63.6,220.4,16,1,3.45,0.894,0
80.43,16.87,90.33,58.6,226.3,11,5,0.72,0.986,1
23.34,50.69,64.68,54.4,200.8,7,5,0.2,0.955,1
24.86,67.32,82.77,85.5,231.6,11,1,1.63,0.918,1
67.88,61.72,34.73,64.4,83.5,16,0,3.1,1.0,1
42.67,77.34,74.15,66.9,249.1,2,2,0.47,0.868,1
91.63,45.68,77.48,85.6,137.5,13,6,1.72,0.944,1
13.28,51.72,46.79,71.4,174.7,11,1,0.95,0.644,0
52.57,77.94,45.72,86.0,136.6,4,1,3.84,0.815,0
90.42,43.49,67.62,45.1,181.7,12,4,0.41,0.922,1
89.08,68.14,22.47,80.6,228.9,10,0,3.97,0.996,1
19.56,44.11,73.85,56.1,298.3,15,5,2.09,0.664,0
39.1,42.6,18.43,78.9,184.7,9,5,5.24,0.948,1
62.58,73.42,30.25,81.1,133.4,23,6,5.69,0.684,0
19.82,20.74,68.13,53.0,186.1,7,2,3.51,0.935,1
95.03,35.47,22.87,59.6,250.4,5,2,1.71,0.964,1
90.07,25.18,92.75,74.8,140.9,19,1,0.51,0.972,1
20.53,37.32,84.47,44.8,162.6,19,3,0.71,0.979,1
16.27,25.73,65.1,76.3,210.1,23,4,1.28,0.904,1
12.94,57.15,80.52,45.3,124.1,2,4,2.81,0.842,0
89.58,76.84,86.01,83.9,96.9,23,4,1.77,0.933,1
23.01,75.8,35.76,53.3,74.9,19,5,1.35,0.906,1
43.71,37.81,82.95,67.6,142.8,9,1,1.5,0.969,1
46.74,93.99,30.58,45.6,45.5,17,0,2.91,0.929,0
60.71,58.45,48.07,52.9,216.7,9,0,0.27,0.963,1
11.67,40.95,59.66,59.4,86.3,12,4,1.37,0.752,1
26.09,80.2,72.11,63.4,150.8,13,5,1.9,0.775,1
91.63,70.69,17.41,40.0,116.2,0,3,1.98,0.744,1
89.48,72.43,38.24,82.7,231.7,19,6,2.13,0.996,1
77.66,22.65,63.68,40.4,302.1,14,6,0.31,0.981,1
6.8,47.15,43.59,77.1,232.7,11,5,1.83,0.853,1
35.41,82.56,77.0,62.6,203.6,15,3,1.8,0.935,1
63.4,50.36,67.13,65.1,244.1,6,2,4.06,0.967,0
30.59,66.51,33.75,50.0,39.6,13,3,3.05,0.988,1
89.59,57.91,26.67,69.2,69.3,8,4,0.26,0.769,1
63.95,80.81,65.32,65.8,60.4,8,2,1.82,0.895,0
11.69,30.61,51.04,47.9,61.4,9,4,2.55,0.869,1
89.54,56.79,28.52,51.4,113.4,8,5,1.94,0.973,1
94.07,16.09,41.11,43.2,200.3,15,5,2.46,0.935,1
12.23,67.12,39.24,43.2,66.7,22,0,0.45,0.753,1
54.51,70.88,23.65,40.7,329.2,7,4,0.57,0.957,1
33.21,8.86,58.75,50.6,303.4,1,2,1.95,0.809,0
41.53,65.82,76.09,72.6,340.9,17,4,3.43,0.773,1
21.71,42.32,61.04,55.2,43.6,23,1,0.25,0.978,1
58.76,16.17,81.1,56.5,302.4,17,5,1.35,0.896,1
94.09,42.79,25.21,46.3,287.2,11,2,9.87,0.703,1
51.79,22.48,49.85,67.6,318.7,23,3,3.1,0.994,1
12.71,42.4,63.75,56.4,198.9,2,0,1.4,0.812,0
62.66,39.59,69.08,72.5,282.1,1,3,0.41,0.531,0
36.64,71.46,70.66,75.6,46.4,5,4,1.09,0.947,1
84.6,74.68,73.32,68.1,54.3,5,3,0.54,0.854,1
45.43,59.63,67.11,53.3,67.9,16,2,5.27,0.987,1
22.93,7.04,22.54,64.4,322.7,15,1,2.51,0.882,1
22.77,88.79,70.62,52.1,49.6,22,3,4.07,0.861,1
76.5,66.76,72.98,83.3,62.0,12,4,4.76,0.963,0
29.7,8.08,94.48,76.8,327.7,11,3,2.07,0.991,1
76.35,78.69,70.47,63.7,64.4,10,3,0.21,0.948,1
24.15,23.02,69.95,86.3,308.3,14,6,1.82,0.991,1
34.92,57.13,56.19,66.2,282.6,16,2,3.44,0.897,1
48.29,47.0,84.43,55.8,42.9,19,6,0.96,0.952,1
92.72,42.79,94.75,44.6,37.0,21,6,5.46,0.818,1
91.65,85.07,77.32,66.1,201.0,23,4,11.7,0.861,0
24.24,44.36,64.0,81.3,349.1,7,6,1.79,0.993,1
38.31,11.78,21.32,81.6,311.2,6,4,1.72,0.888,1
18.89,90.2,73.14,69.0,129.2,10,1,2.33,0.906,1
52.43,87.85,71.68,58.9,153.6,20,6,1.87,0.98,1
47.83,66.6,77.05,71.2,154.1,21,2,0.55,0.87,1
88.77,47.11,24.96,76.6,264.9,7,5,0.83,0.981,1
91.49,13.36,67.3,59.8,139.2,18,2,0.65,0.749,1
40.67,76.17,38.66,62.9,77.3,5,0,0.35,0.956,1
50.73,11.79,75.82,72.7,269.1,19,1,0.5,0.932,1
88.35,11.17,34.23,82.1,176.6,18,1,7.37,0.828,1
80.02,53.36,69.72,78.0,54.6,18,4,1.82,0.907,1
5.34,19.41,38.6,41.1,282.8,3,4,0.47,0.892,1
34.77,5.7,15.72,46.0,217.3,21,1,2.7,0.97,1
44.23,43.08,65.67,80.9,186.6,14,2,1.5,0.83,0
26.36,17.35,24.06,80.0,245.5,16,0,0.71,0.955,1
23.56,19.45,67.74,58.7,191.7,17,4,5.95,0.855,1
8.51,11.92,89.05,68.0,237.5,19,0,0.71,0.994,1
64.83,23.46,92.54,83.5,307.6,11,1,0.41,0.959,1
29.41,69.39,33.87,83.8,226.3,9,2,0.66,0.963,1
9.87,77.8,79.74,77.6,241.1,8,0,5.06,0.926,1
26.48,45.73,43.28,50.1,226.4,7,5,4.1,0.924,1
79.58,50.59,87.04,75.1,200.0,7,3,4.69,0.925,1
84.19,7.94,78.0,44.9,85.0,10,1,5.16,0.974,1
49.93,11.24,20.91,82.9,137.4,22,2,0.36,0.894,1
43.69,28.18,47.57,47.2,251.8,11,1,2.68,0.857,1
95.94,53.95,41.99,71.8,166.2,21,1,2.38,0.958,1
23.65,71.56,77.81,69.3,160.0,22,0,10.1,0.793,0
25.03,59.45,47.82,77.3,273.0,5,0,2.71,0.987,1
32.14,40.29,69.77,66.5,31.8,2,3,3.34,0.945,1
21.07,15.65,63.19,42.9,247.3,14,4,2.71,0.976,0
40.28,75.27,93.05,73.9,186.6,5,3,2.14,0.798,1
89.71,37.74,90.02,58.4,150.6,6,5,1.81,0.933,1
62.23,71.24,49.22,55.4,139.0,5,2,7.16,0.784,0
43.31,51.17,72.89,87.6,85.3,1,6,5.71,0.933,1
91.9,71.48,81.36,68.3,137.0,5,2,1.35,0.855,1
9.51,86.66,86.91,74.1,155.3,1,1,0.87,0.784,1
24.56,87.89,20.45,65.3,170.0,0,0,1.62,0.979,1
57.63,53.16,39.17,77.0,245.1,14,1,2.94,0.973,1
62.25,51.04,40.62,76.1,175.1,9,4,1.22,0.902,1
8.68,28.91,49.76,71.5,284.8,9,1,1.74,0.89,1
42.48,89.22,28.54,87.9,234.7,9,5,0.91,0.94,0
65.37,46.21,54.7,62.1,90.7,4,2,1.32,0.633,0
69.92,16.48,68.06,73.9,118.7,3,5,6.51,0.891,1
64.35,43.94,54.79,78.3,55.4,14,2,0.68,0.898,1
34.81,16.43,68.26,58.0,332.6,8,5,9.17,0.982,1
13.7,50.23,20.32,61.9,313.7,15,3,0.69,0.765,1
44.72,55.51,85.08,86.5,57.1,8,6,0.97,0.895,1
16.97,35.4,90.13,41.5,213.7,18,5,0.38,0.989,1
93.13,11.45,64.43,56.1,337.3,13,1,2.99,0.926,1
49.19,89.92,85.51,63.3,269.1,11,0,0.24,0.824,1
34.51,74.6,25.52,40.1,187.4,11,4,3.3,0.868,1
76.27,80.5,78.8,83.2,107.2,2,4,1.92,0.952,1
51.31,38.02,24.53,53.7,119.3,18,5,2.96,0.895,1
33.83,73.47,47.64,52.4,265.6,10,0,3.26,0.761,1
80.51,48.68,40.91,79.4,279.8,4,4,0.47,0.915,1
85.65,23.1,61.85,53.3,199.2,5,5,0.24,0.91,1
67.59,16.2,39.12,71.6,68.7,5,5,0.57,0.988,1
9.37,36.05,65.99,79.4,328.8,18,0,1.17,0.984,0
57.67,17.38,44.39,78.0,300.3,13,0,0.35,0.9,1
75.99,94.84,83.86,77.5,75.0,15,3,1.42,0.807,0
17.69,9.43,65.71,44.3,48.2,11,5,0.87,0.894,1
26.27,44.7,32.22,43.8,201.5,17,1,1.1,0.843,1
87.07,45.69,41.89,54.7,120.9,21,2,5.84,0.867,1
6.87,32.06,82.79,41.7,120.6,12,2,2.78,0.937,1
75.0,56.42,45.92,64.0,57.9,19,5,2.35,0.776,1
49.06,18.5,57.86,58.9,335.1,8,1,2.32,0.97,1
46.55,75.55,66.92,66.7,295.7,17,4,1.82,0.989,1
5.66,34.92,42.82,54.3,66.4,3,6,1.64,0.968,1
81.2,58.22,38.52,63.3,310.5,10,0,4.48,0.918,1
38.46,69.41,53.02,56.1,248.5,17,2,0.36,0.992,1
55.29,85.01,32.19,49.4,134.1,20,3,0.88,0.989,1
67.99,80.22,37.74,71.2,308.8,2,4,0.42,0.97,1
70.34,59.75,19.97,72.3,221.4,3,3,0.22,0.977,1
93.91,39.96,39.32,79.8,301.6,8,2,0.23,0.969,1
54.41,50.29,40.66,82.0,180.2,12,1,0.25,0.716,1
42.17,74.19,91.95,73.8,190.2,14,1,2.49,0.96,1
93.69,83.98,62.18,73.0,123.1,9,3,0.44,0.842,1
64.72,14.34,77.99,42.7,154.1,20,5,0.65,0.921,0
32.73,39.64,18.63,45.3,211.7,8,4,1.29,1.0,1
16.76,74.85,23.52,79.0,333.1,15,2,0.83,0.876,1
83.36,43.85,80.16,51.2,222.0,15,0,3.59,0.954,1
38.68,34.9,64.88,57.1,77.2,12,1,2.15,0.96,1
66.42,42.02,30.28,47.0,32.2,4,3,1.01,0.956,1
48.79,59.26,47.38,49.4,302.3,9,6,0.96,0.976,1
23.5,94.98,58.09,77.2,146.6,23,2,2.5,0.832,1
60.96,49.37,82.49,52.6,130.8,0,4,0.57,0.893,1
10.64,23.76,19.83,61.6,286.2,2,5,0.86,0.799,1
43.44,19.66,62.74,47.3,332.5,20,0,1.07,0.62,0
55.84,8.81,72.36,72.5,269.4,2,0,1.41,0.991,1
45.55,55.29,93.23,75.0,85.6,9,5,0.62,0.942,1
74.63,54.01,79.57,57.4,155.2,16,1,0.54,0.743,1
82.0,23.47,37.1,77.7,273.0,17,0,9.4,0.875,1
76.73,67.58,71.77,51.5,320.2,12,2,5.09,0.82,1
8.61,71.7,76.06,73.2,349.6,1,1,1.68,0.653,1
23.05,28.32,73.38,75.0,193.7,15,1,3.1,0.891,1
54.9,35.97,80.61,86.5,293.2,3,1,2.44,0.84,0
91.94,94.14,87.3,51.2,44.9,21,5,0.36,0.977,1
82.65,38.68,22.87,44.5,121.5,17,6,1.66,0.88,1
83.36,73.47,23.38,52.6,148.9,13,2,0.61,0.638,1
33.2,45.75,78.71,45.9,342.2,5,3,1.95,0.993,1
44.94,76.4,35.19,48.1,31.1,10,0,0.33,0.79,0
48.78,74.21,19.68,56.0,128.6,16,0,0.56,0.931,1
19.64,65.1,47.1,59.9,327.7,7,3,3.24,0.853,1
7.89,81.93,80.59,83.4,128.1,2,1,3.91,0.983,1
93.06,89.53,25.13,49.4,102.0,23,4,4.96,0.911,0
27.39,57.2,68.75,86.6,263.6,2,2,4.74,0.91,1
27.32,26.37,15.29,78.9,268.5,16,1,4.95,0.979,1
12.75,40.88,23.78,82.3,181.1,3,1,0.4,0.968,1
91.35,73.25,43.07,84.6,333.0,18,1,2.35,0.997,1
58.92,63.58,21.69,76.2,94.9,7,0,2.61,0.751,1
67.03,21.0,82.67,77.9,322.3,16,5,0.82,0.92,1
89.78,9.61,84.13,61.0,271.8,21,5,10.1,0.894,1
37.14,66.47,75.45,64.5,147.8,4,6,0.87,0.999,1
62.8,27.6,34.4,84.8,288.2,10,5,1.91,0.995,1
8.61,49.97,56.86,58.2,72.6,11,0,4.32,0.97,1
22.37,72.21,29.74,42.0,71.9,20,5,0.88,0.942,1
82.31,55.64,37.5,76.6,327.6,14,4,2.07,0.963,1
76.31,12.5,56.28,67.5,60.3,11,2,2.75,0.974,1
37.61,21.7,73.8,79.1,31.3,21,6,2.17,0.812,1
40.04,24.74,22.57,43.6,154.5,6,1,1.24,0.868,1
54.62,28.21,38.74,69.8,63.2,23,6,5.99,0.93,0
5.02,55.89,89.13,51.9,306.2,2,5,2.1,0.933,1
27.44,50.36,49.33,83.4,325.3,9,6,0.71,0.985,1
24.37,23.28,90.11,45.3,184.4,15,6,3.48,0.947,1
28.29,11.08,94.31,80.5,166.2,0,0,2.33,0.962,1
79.95,20.43,57.13,44.3,202.5,20,3,0.43,0.854,1
31.01,93.59,38.04,41.2,102.4,10,0,0.85,0.822,1
22.81,47.17,78.26,51.3,125.3,16,1,0.54,0.975,1
51.9,83.06,27.74,56.0,62.3,13,1,0.35,0.939,1
85.5,81.39,35.16,70.1,172.9,17,0,0.72,0.95,1
27.45,51.04,77.79,46.3,225.7,11,3,0.85,0.897,1
12.3,68.6,49.69,61.0,327.7,15,3,1.46,0.796,0
38.15,22.35,31.12,49.8,266.5,7,6,7.16,0.813,1
74.53,66.96,67.09,81.1,261.4,2,1,5.94,0.863,0
56.21,29.51,73.62,42.2,128.6,10,6,3.0,0.934,1
80.96,79.89,25.01,57.1,314.3,14,0,2.28,0.916,1
94.24,12.54,37.16,70.3,333.0,3,2,6.09,0.767,1
78.72,74.58,32.7,83.8,328.3,15,2,0.51,0.987,1
61.15,13.99,45.39,81.7,42.4,21,1,1.0,0.823,1
50.88,84.31,76.08,83.0,223.4,23,3,1.81,0.914,1
8.73,32.38,72.1,43.0,235.8,16,2,3.56,0.981,1
96.54,63.9,68.0,80.4,124.4,13,0,2.16,0.795,1
40.66,48.88,15.5,77.4,347.6,1,6,3.51,0.933,1
19.16,37.97,26.37,83.3,123.2,21,4,0.53,0.958,0
67.0,63.09,32.86,55.0,99.3,14,4,0.63,0.853,1
31.44,90.28,36.76,83.8,184.9,23,3,2.9,0.927,1
59.48,8.71,26.71,59.3,133.4,7,5,1.06,0.913,1
59.57,87.7,47.83,70.4,325.7,12,4,1.35,0.902,1
46.45,59.82,21.01,60.4,170.8,2,0,3.34,0.936,1
82.76,77.66,75.0,60.5,161.2,3,5,0.35,0.974,1
29.64,39.55,78.02,66.2,230.3,3,1,0.57,0.845,1
46.72,47.47,60.94,57.1,56.0,3,1,0.9,0.975,0
55.01,83.2,22.18,78.1,272.2,1,0,4.5,0.971,1
66.72,42.34,86.21,70.4,275.9,12,1,1.24,0.727,1
77.91,53.12,92.25,73.1,181.7,21,0,0.78,0.98,1
41.72,6.82,31.19,51.1,335.8,7,0,2.47,0.966,1
65.08,19.27,71.37,86.5,215.4,8,4,0.26,0.792,1
